nCount_RNA,nFeature_RNA,percent.mt,cellType
10964,2112,5.33564392557461,Basal conjuctiva epithelium
12365,2545,9.5673271330368,Basal conjuctiva epithelium
42309,6610,8.78300125268855,Limbal Niche
8265,2432,4.88808227465215,Conjunctival endothelium
20436,4188,3.51340771188099,Corneal stroma keratocytes
42754,6382,7.47532394629742,Limbal Niche
35139,5507,7.5101738808731,Corneal basal and suprabasal cells
19558,3696,7.7615298087739,Basal conjuctiva epithelium
19473,4336,7.87757407692703,Corneal basal and suprabasal cells
25987,4492,9.51629660984338,Basal conjuctiva epithelium
39467,5907,7.193351407505,Corneal epithelial superficial cells
13181,2969,7.48046430468098,Basal conjuctiva epithelium
14690,3573,9.29884275017018,Corneal basal and suprabasal cells
25983,4416,7.38559827579571,Limbal superficial  cells
29276,4868,8.78535319032655,Limbal Niche
16879,3013,7.93885893714083,Basal conjuctiva epithelium
6123,1645,4.50759431651151,Immune cells I
32696,5256,8.99804257401517,Corneal epithelial superficial cells
9693,2522,7.87165996079645,Basal conjuctiva epithelium
16823,3624,6.80021399274802,Basal conjuctiva epithelium
23779,3786,5.01282644350057,Corneal wing cells
28241,4457,6.78446230657555,Basal conjuctiva epithelium
17855,3448,1.66339960795295,Corneal stroma
16240,3414,2.27216748768473,Corneal stroma
4948,1866,0.970088924818108,Corneal wing cells
13678,3048,8.56119315689428,Transit amplifying cells
18527,3506,6.39607059966535,Transit amplifying cells
17967,3953,6.8458841208883,Basal conjuctiva epithelium
15786,3140,7.05055112124667,Basal conjuctiva epithelium
4521,1598,7.34350807343508,Corneal stroma keratocytes
17323,3588,5.66876407088841,Corneal epithelial superficial cells
18346,4201,7.0097023874414,Limbal superficial  cells
18114,3569,9.19730595119797,Transit amplifying cells
13110,3315,5.56064073226545,Corneal stroma keratocytes
13059,2965,8.63006355769967,Basal conjuctiva epithelium
36290,5079,8.34389639019014,Basal conjuctiva epithelium
17144,3546,6.1012599160056,Basal conjuctiva epithelium
17740,3623,3.34272829763247,Corneal stroma
19887,3988,8.41253079901443,Corneal wing cells
12056,2879,4.26343729263437,Corneal stroma
13124,2998,6.87290460225541,Corneal stroma
18136,3524,1.65968239964711,Corneal stroma
19130,3929,7.62676424464192,Transit amplifying cells
17291,3746,9.99363830894685,Corneal basal and suprabasal cells
14836,3563,9.66567808034511,Corneal basal and suprabasal cells
25090,4328,8.15862893583101,Limbal superficial  cells
21568,3740,7.53431008902077,Transit amplifying cells
4038,1458,4.28429915799901,Basal conjuctiva epithelium
45653,6347,3.29879745033185,Corneal stroma keratocytes
12830,3094,4.294621979735,Corneal stroma keratocytes
18235,3761,8.79627090759528,Basal conjuctiva epithelium
27708,3892,5.79255088783023,Quiescent LSCs
10434,2674,8.82691201840138,Basal conjuctiva epithelium
24532,4592,7.11315832382195,Superficial conjunctiva epithelium
21516,4350,3.6019706265105,Corneal stroma keratocytes
3367,1867,2.49480249480249,Limbal fibroblasts
75778,7030,9.39850616273853,Limbal Niche
12787,2840,3.97278485962305,Corneal stroma
19170,4127,8.13249869587898,Corneal basal and suprabasal cells
21906,4030,9.52707020907514,Corneal basal and suprabasal cells
16327,3694,2.54180192319471,Corneal stroma
16517,3098,7.44081855058425,Basal conjuctiva epithelium
18415,4045,2.87808851479772,Corneal stroma
22536,4561,9.3849840255591,Limbal Niche
26372,3287,9.9878659183983,Basal conjuctiva epithelium
22630,4270,8.1352187361909,Corneal epithelial superficial cells
3138,1222,2.48565965583174,Superficial conjunctiva epithelium
21373,3820,9.32017030833294,Basal conjuctiva epithelium
6429,1328,5.95738061906984,Corneal stroma keratocytes
16248,3414,9.42269817823732,Transit amplifying cells
11019,3909,8.30383882384971,Corneal basal and suprabasal cells
7872,2341,7.50762195121951,Transit amplifying cells
33063,4818,8.28720926715664,Corneal wing cells
32526,5002,5.58322572711062,Superficial conjunctiva epithelium
6443,1792,5.41673133633401,Basal conjuctiva epithelium
19937,4051,7.97010583337513,Corneal basal and suprabasal cells
4698,2129,3.980417198808,Corneal stroma keratocytes
51806,6578,7.96432845616338,Corneal wing cells
14015,3459,5.20156974669996,Corneal stroma
9437,2662,8.72099184062732,Corneal basal and suprabasal cells
8674,2627,3.98893244178003,Corneal stroma keratocytes
11741,2186,6.63486926156205,Quiescent LSCs
9974,2968,8.98335672749148,Superficial conjunctiva epithelium
20273,4068,6.74789128397376,Transit amplifying cells
26005,4814,7.27167852336089,Corneal wing cells
25326,4696,2.78764905630577,Corneal stroma keratocytes
16191,3938,6.68890124143042,Limbal superficial  cells
12124,2332,3.95908940943583,Immune cells I
15634,3775,5.11705257771524,Corneal stroma keratocytes
16753,3875,8.45818659344595,Limbal superficial  cells
10552,2605,2.70090978013647,Corneal stroma
22702,3871,7.78786010043168,Basal conjuctiva epithelium
38323,5803,6.27299532917569,Corneal wing cells
18589,3088,8.09618591640217,Quiescent LSCs
24464,4670,7.50490516677567,Corneal basal and suprabasal cells
21672,3666,8.22720561092654,Corneal wing cells
17254,3358,8.18940535527994,Basal conjuctiva epithelium
5062,1845,9.89727380482023,Corneal stroma keratocytes
25138,4086,6.49216325881136,Basal conjuctiva epithelium
20201,3627,7.03925548240186,Basal conjuctiva epithelium
4674,1265,7.466837826273,Quiescent LSCs
3995,1790,7.23404255319149,Limbal fibroblasts
17574,3510,8.61499943097758,Transit amplifying cells
37455,5522,8.72780670137498,Basal conjuctiva epithelium
23917,3423,6.79851151900322,Basal conjuctiva epithelium
24373,4843,5.82201616542896,Superficial conjunctiva epithelium
28280,4880,8.24964639321075,Limbal Niche
28838,4131,8.75580830848186,Basal conjuctiva epithelium
32316,5373,8.07030573090729,Limbal Niche
27370,4702,2.2360248447205,Corneal stroma keratocytes
3508,1029,6.01482326111745,Corneal stroma keratocytes
19216,4704,7.9673189009159,Limbal Niche
18617,3963,5.11360584412096,Corneal stroma keratocytes
21075,3574,6.52906287069988,Corneal wing cells
8723,2522,3.41625587527227,Corneal stroma keratocytes
8892,3397,6.5114709851552,Corneal basal and suprabasal cells
6438,2221,5.01708605156881,Corneal stroma keratocytes
18701,3826,6.45954761777445,Corneal wing cells
24104,4859,3.42266843677398,Corneal stroma
15513,3583,7.92238767485335,Transit amplifying cells
15952,3503,4.231444332999,Corneal stroma
6177,1906,4.35486482111057,Corneal stroma keratocytes
5140,2138,7.29571984435798,Limbal Niche
10957,2955,5.17477411700283,Corneal stroma keratocytes
12220,2994,2.46317512274959,Corneal stroma keratocytes
12392,2983,7.68237572627502,Basal conjuctiva epithelium
3992,1263,9.09318637274549,Corneal epithelial superficial cells
16379,3537,9.82355455155992,Basal conjuctiva epithelium
14575,3141,8.10977701543739,Basal conjuctiva epithelium
16896,3905,7.54024621212121,Limbal superficial  cells
21872,4248,3.40618141916606,Corneal stroma
23752,4517,7.92775345234085,Corneal basal and suprabasal cells
3351,1425,6.14741868099075,Red blood cells
20932,4156,7.543474106631,Corneal basal and suprabasal cells
4345,1446,8.28538550057537,Limbal fibroblasts
19915,4169,8.14461461210143,Corneal basal and suprabasal cells
16635,3697,8.46408175533514,Limbal superficial  cells
32709,4967,7.34354459017396,Limbal Niche
20375,4321,8.09815950920246,Corneal basal and suprabasal cells
14661,3378,6.6775799740809,Transit amplifying cells
33695,5311,9.20611366671613,Limbal superficial  cells
11401,3018,2.45592491886677,Corneal stroma keratocytes
17442,3810,7.16087604632496,Corneal epithelial superficial cells
29304,5029,2.62762762762763,Corneal stroma keratocytes
22797,4260,7.59310435583629,Corneal basal and suprabasal cells
22196,4120,3.00504595422599,Corneal stroma
6499,2098,7.03185105400831,Corneal stroma keratocytes
21337,3835,8.87659933448938,Corneal wing cells
32775,4520,5.36994660564455,Basal conjuctiva epithelium
15076,3024,8.92809763863094,Transit amplifying cells
21516,4563,5.28443948689347,Limbal fibroblasts
2122,1143,5.98491988689915,Conjunctival endothelium
25153,4660,7.26354709179819,Corneal basal and suprabasal cells
18814,3421,1.40852556606782,Corneal stroma
15798,3508,8.67831371059628,Corneal basal and suprabasal cells
27657,4502,6.05633293560401,Superficial conjunctiva epithelium
3609,1173,2.07813798836243,Corneal stroma
19878,4132,3.20957842841332,Corneal stroma keratocytes
2522,1122,1.03092783505155,Basal conjuctiva epithelium
2823,1145,6.128232376904,Immune cells II
21931,4380,6.78491632848479,Corneal basal and suprabasal cells
10091,2494,5.14319690813596,Corneal stroma keratocytes
18505,3931,8.42475006754931,Corneal basal and suprabasal cells
12075,2586,7.82608695652174,Transit amplifying cells
20432,4115,8.78034455755677,Corneal basal and suprabasal cells
9183,2487,5.52107154524665,Corneal stroma
14698,3058,8.06912505102735,Corneal basal and suprabasal cells
23069,3970,9.02076379556981,Basal conjuctiva epithelium
3657,1715,3.74624008750342,Corneal stroma keratocytes
6418,2371,3.52134621377376,Corneal stroma keratocytes
22580,4425,7.01062887511072,Limbal superficial  cells
11357,2823,5.03654134014264,Corneal stroma keratocytes
14528,3404,3.6068281938326,Corneal stroma
99387,7878,6.79062654069446,Limbal Niche
30781,4725,8.52473928722264,Corneal wing cells
17622,3641,3.42185903983657,Corneal stroma
3594,1455,7.40122426265999,Limbal fibroblasts
14871,3155,5.25855692287002,Corneal stroma
24857,4614,6.95981011385123,Superficial conjunctiva epithelium
8233,2360,8.47807603546702,Superficial conjunctiva epithelium
12412,2753,5.65581695133742,Corneal stroma
15287,3418,3.06796624582979,Corneal stroma
5873,1652,8.93921334922527,Corneal stroma keratocytes
17270,3796,8.61030689056167,Limbal Niche
28936,4877,7.16063035664916,Red blood cells
15337,3464,6.78750733520245,Corneal basal and suprabasal cells
16485,3988,8.14073400060661,Corneal basal and suprabasal cells
30464,5718,9.40454306722689,Superficial conjunctiva epithelium
10701,3021,8.67208672086721,Corneal basal and suprabasal cells
25891,4356,5.78193194546367,Superficial conjunctiva epithelium
6096,2040,3.88779527559055,Corneal stroma keratocytes
9855,2213,5.50989345509893,Immune cells I
19420,4094,8.54788877445932,Superficial conjunctiva epithelium
64159,6098,7.04811483969513,Basal conjuctiva epithelium
18368,3532,8.43314459930314,Basal conjuctiva epithelium
11703,3160,3.93916089891481,Corneal stroma keratocytes
24926,5159,7.01676963812886,Corneal basal and suprabasal cells
16958,3980,7.25321382238471,Corneal epithelial superficial cells
19961,3864,8.79214468213015,Basal conjuctiva epithelium
8198,2292,4.90363503293486,Corneal stroma keratocytes
6118,2096,5.01797973193854,Immune cells I
2634,1226,2.99924069855733,Superficial conjunctiva epithelium
17858,3522,9.59233956770075,Basal conjuctiva epithelium
16349,3948,7.80475870083797,Corneal epithelial superficial cells
19754,3609,7.55290067834363,Transit amplifying cells
22154,4364,3.91802834702537,Corneal stroma
18552,4001,8.79150495903407,Superficial conjunctiva epithelium
18940,4437,9.8363252375924,Corneal basal and suprabasal cells
20347,4232,7.03297783457021,Corneal wing cells
16554,3877,8.36051709556603,Corneal epithelial superficial cells
45616,6227,6.77174675552438,Limbal superficial  cells
25930,4721,4.00694176629387,Corneal stroma keratocytes
35248,5181,7.71958692691784,Corneal wing cells
19663,3989,4.56186746681585,Limbal superficial  cells
18622,4024,9.87541617441736,Corneal basal and suprabasal cells
5016,1833,4.78468899521531,Corneal stroma keratocytes
22577,4560,3.33968197723347,Corneal stroma keratocytes
4212,1580,9.66286799620133,Limbal Niche
18871,4056,9.02442901807005,Corneal epithelial superficial cells
14389,3416,3.0092431718674,Corneal stroma
5720,1675,5.54195804195804,Modulated corneal endothelial cells
23381,4470,8.0449937983833,Corneal epithelial superficial cells
7918,2412,8.0070724930538,Basal conjuctiva epithelium
21281,3838,7.25999718058362,Transit amplifying cells
12194,2802,3.40331310480564,Corneal stroma
17428,2275,5.71494147349093,Immune cells I
14082,3224,8.003124556171,Basal conjuctiva epithelium
18432,3715,4.16124131944444,Corneal stroma
7217,2007,5.84730497436608,Conjunctival endothelium
15481,3005,7.7708158387701,Basal conjuctiva epithelium
24187,4021,3.5142845330136,Corneal stroma
17712,3556,2.69873532068654,Corneal stroma
20444,4377,5.45881432205048,Superficial conjunctiva epithelium
4716,1711,2.01441899915182,Corneal stroma
33931,5407,9.7433025846571,Transit amplifying cells
16875,3878,3.73925925925926,Corneal stroma keratocytes
4921,1988,4.97866287339972,Conjunctival endothelium
4368,1486,5.26556776556777,Basal conjuctiva epithelium
16317,3111,8.87418030275173,Quiescent LSCs
15706,3690,7.81230103145295,Limbal superficial  cells
16607,3532,9.33341362076233,Corneal epithelial superficial cells
25349,4378,8.7025129196418,Corneal wing cells
20064,4204,9.75378787878788,Corneal basal and suprabasal cells
47548,6275,9.42836712374863,Limbal Niche
11339,2472,8.44871681806156,Transit amplifying cells
19175,3381,7.98435462842243,Basal conjuctiva epithelium
3163,1236,9.83243755927917,Limbal fibroblasts
25363,4682,8.89878957536569,Corneal basal and suprabasal cells
8237,2071,5.73024159281292,Corneal stroma keratocytes
9915,2824,5.78920827029753,Corneal stroma keratocytes
19149,4013,2.96621233484777,Corneal stroma
15920,3366,5.84798994974874,Transit amplifying cells
22303,4240,8.18723938483612,Corneal basal and suprabasal cells
11372,3572,3.40309532184312,Corneal stroma keratocytes
7704,1875,7.24299065420561,Immune cells I
8340,2465,3.27338129496403,Corneal stroma keratocytes
10648,2919,7.7854996243426,Corneal stroma keratocytes
3323,1557,9.14835991573879,Quiescent LSCs
20145,3673,6.12062546537602,Basal conjuctiva epithelium
10937,3243,8.5581055133949,Corneal basal and suprabasal cells
8968,2451,2.4085637823372,Corneal stroma keratocytes
12087,2992,8.59601224456027,Corneal epithelial superficial cells
6985,2373,4.13743736578382,Corneal basal and suprabasal cells
13692,3261,3.32310838445808,Corneal stroma
8331,2256,2.32865202256632,Corneal stroma keratocytes
14024,3396,6.96662863662293,Limbal Niche
2636,1464,2.31411229135053,Corneal stroma keratocytes
12799,3245,2.80490663333073,Corneal stroma keratocytes
11817,2846,8.47084708470847,Corneal epithelial superficial cells
13311,3185,8.55683269476373,Limbal Niche
13734,2975,9.89515072083879,Transit amplifying cells
13252,3029,7.67431331119831,Corneal wing cells
3815,1907,4.56094364351245,Corneal stroma keratocytes
20883,4138,7.11583584733994,Corneal wing cells
20801,4131,4.24018076054036,Corneal stroma
14683,3588,5.67322754205544,Modulated corneal endothelial cells
19376,4181,9.38790255986788,Corneal basal and suprabasal cells
25689,4969,2.25777570166219,Limbal Niche
21701,3795,7.72314639878347,Limbal Niche
7618,1670,7.32475715410869,Immune cells II
21642,4334,4.32492375935681,Corneal stroma keratocytes
24883,4206,7.8487320660692,Basal conjuctiva epithelium
24511,4766,7.24980620945698,Corneal epithelial superficial cells
18098,3633,7.10023206984197,Superficial conjunctiva epithelium
15386,3115,8.28675419212271,Basal conjuctiva epithelium
20242,4100,6.63966011263709,Corneal basal and suprabasal cells
2991,1171,3.10932798395186,Corneal stroma keratocytes
12512,3396,3.15696930946292,Corneal stroma keratocytes
5495,2070,5.80527752502275,Corneal stroma keratocytes
3633,1465,4.23892100192678,Corneal stroma keratocytes
12087,2943,9.99420865392571,Limbal Niche
19016,3183,9.8601177955406,Limbal Niche
33468,4742,7.94490259352217,Basal conjuctiva epithelium
4098,1418,0.976085895558809,Corneal basal and suprabasal cells
25359,4709,2.68149374975354,Corneal stroma keratocytes
25485,4618,7.20423778693349,Basal conjuctiva epithelium
18891,3988,3.6684135302525,Corneal stroma keratocytes
6944,2104,8.4389400921659,Basal conjuctiva epithelium
3574,1351,5.90374930050364,Corneal stroma keratocytes
3175,1254,3.62204724409449,Corneal epithelial superficial cells
41313,5808,7.25437513615569,Corneal wing cells
20604,4204,3.91671520093186,Corneal stroma keratocytes
19012,3958,8.98379970544919,Limbal Niche
16546,3934,7.82062129819896,Corneal wing cells
19032,3071,9.1004623791509,Basal conjuctiva epithelium
22624,4237,9.29543847241867,Corneal basal and suprabasal cells
10752,2717,4.11086309523809,Corneal stroma
19734,3327,8.40681058072362,Basal conjuctiva epithelium
18157,3606,5.57360797488572,Corneal stroma keratocytes
32628,5228,6.13889910506314,Basal conjuctiva epithelium
21857,4325,4.86800567323969,Superficial conjunctiva epithelium
16998,3592,7.04788798682198,Corneal epithelial superficial cells
20587,4128,7.92247534852091,Corneal basal and suprabasal cells
24987,4374,6.2912714611598,Basal conjuctiva epithelium
6390,1641,8.46635367762128,Corneal epithelial superficial cells
20278,3879,2.03669000887662,Corneal stroma
14832,3239,6.38484358144552,Basal conjuctiva epithelium
16816,3585,5.43529971455756,Corneal stroma keratocytes
19657,3768,7.33072188024622,Corneal wing cells
13933,3262,1.19859326778153,Corneal stroma
21266,4203,7.5942819524123,Corneal wing cells
17623,3979,8.17681439028542,Superficial conjunctiva epithelium
23416,4270,2.95524427741715,Corneal stroma keratocytes
20536,4063,7.17763926762758,Basal conjuctiva epithelium
23944,3577,6.76996324757768,Corneal wing cells
17939,3424,3.14398795919505,Corneal stroma
18660,4084,9.33011789924973,Corneal basal and suprabasal cells
26994,4481,4.54915907238646,Limbal superficial  cells
3716,1575,3.52529601722282,Corneal blood vessels
19721,4096,9.4822777749607,Corneal basal and suprabasal cells
17808,3486,8.95103324348607,Transit amplifying cells
11958,3122,6.56464291687573,Transit amplifying cells
17943,3790,1.10349439892994,Corneal stroma
3422,1464,8.50379894798364,Limbal fibroblasts
22634,4359,7.71847662808165,Corneal basal and suprabasal cells
31302,5190,6.0123953740975,Superficial conjunctiva epithelium
4877,1713,7.87369284396145,Quiescent LSCs
22850,4448,9.75492341356674,Corneal epithelial superficial cells
2212,1248,3.48101265822785,Corneal stroma keratocytes
4749,1961,9.28616550852811,Superficial conjunctiva epithelium
10672,2897,5.24737631184408,Limbal fibroblasts
16657,3534,8.65702107222189,Basal conjuctiva epithelium
23676,3832,8.56985977361041,Basal conjuctiva epithelium
3109,1287,5.27500804117079,Conjunctival endothelium
3374,1286,5.00889152341434,Corneal stroma keratocytes
8934,2154,6.91739422431162,Corneal basal and suprabasal cells
27097,4314,8.3330257962136,Corneal wing cells
10363,2531,5.88632635337258,Corneal stroma keratocytes
10172,2368,3.41132520644908,Corneal stroma
24852,3974,7.76999839047159,Basal conjuctiva epithelium
49476,6563,9.06095884873474,Limbal superficial  cells
23940,4669,4.53634085213033,Corneal stroma keratocytes
22059,4622,2.67917856657147,Corneal stroma keratocytes
17263,3427,9.84185830967966,Basal conjuctiva epithelium
9471,2407,7.72885650934431,Transit amplifying cells
2047,1185,9.47728382999511,Limbal Niche
16607,3806,5.73854398747516,Superficial conjunctiva epithelium
8830,2280,5.05096262740657,Corneal stroma
16042,3346,3.34746290986161,Corneal stroma
3760,1364,5.93085106382979,Basal conjuctiva epithelium
13618,2545,7.47540020561022,Basal conjuctiva epithelium
16608,3590,3.44412331406551,Corneal stroma
26764,4705,4.33044387983859,Corneal stroma
14493,3054,4.34692610225626,Corneal stroma
18944,3561,9.46473817567568,Basal conjuctiva epithelium
24057,4264,7.21203807623561,Basal conjuctiva epithelium
19087,3753,7.50248860480956,Corneal wing cells
32788,4790,7.68268878858119,Basal conjuctiva epithelium
18846,3720,8.90374615302982,Corneal basal and suprabasal cells
3486,1587,4.64716006884682,Limbal Niche
18273,3880,6.31532862693592,Corneal stroma keratocytes
22462,4338,3.67286973555338,Corneal stroma
4354,1543,1.30914101975195,Limbal Niche
6455,2120,7.8853601859024,Corneal stroma keratocytes
16152,3218,7.66468548786528,Basal conjuctiva epithelium
17873,3702,3.48010966261959,Corneal stroma
6588,1777,5.40376442015786,Basal conjuctiva epithelium
21881,4432,5.59389424614963,Corneal epithelial superficial cells
18736,3625,7.50426985482494,Basal conjuctiva epithelium
5756,1853,8.68658790826963,Corneal stroma keratocytes
38244,6606,5.41261374333229,Limbal fibroblasts
36988,5605,8.10533145885152,Superficial conjunctiva epithelium
9316,2813,5.22756547874624,Limbal fibroblasts
20623,4301,6.58003200310333,Basal conjuctiva epithelium
10796,2897,4.89070025935532,Corneal stroma keratocytes
23928,4725,2.6579739217653,Corneal stroma keratocytes
16575,3234,4.61538461538462,Corneal stroma
11644,2966,3.90759189282034,Corneal stroma keratocytes
5643,2168,8.55927698032961,Corneal stroma keratocytes
32729,4674,6.61492865654313,Corneal wing cells
20671,4327,7.69193556189831,Superficial conjunctiva epithelium
19710,3815,6.41298833079655,Corneal stroma
13755,3040,9.89458378771356,Basal conjuctiva epithelium
20715,4301,7.27009413468501,Corneal basal and suprabasal cells
18793,3521,3.84185601021657,Corneal stroma
2509,1465,1.43483459545636,Corneal basal and suprabasal cells
12038,2700,2.51702940687822,Corneal stroma
31585,4854,9.40952984011398,Limbal Niche
22231,4174,3.13526157167919,Corneal stroma keratocytes
24785,4379,6.89933427476296,Basal conjuctiva epithelium
25311,4109,7.15894275216309,Transit amplifying cells
8113,1566,7.85159620362381,Immune cells I
44501,5722,7.92341745129323,Transit amplifying cells
18587,3648,8.19389896163986,Corneal wing cells
25665,4575,7.39528540814339,Corneal wing cells
16803,3905,3.14229601856811,Corneal stroma keratocytes
15994,3310,7.76541202951107,Corneal basal and suprabasal cells
23657,4432,6.46743035887898,Corneal epithelial superficial cells
41431,6325,9.1911853443074,Limbal Niche
19962,4005,3.08586313996594,Corneal stroma keratocytes
15800,3233,3.87974683544304,Corneal stroma
3012,1480,4.21646746347942,Corneal endothelium
8627,2096,9.28480352382056,Basal conjuctiva epithelium
49509,6889,6.37055888828294,Corneal stroma
14599,3203,5.89766422357696,Corneal basal and suprabasal cells
15479,3203,7.50048452742425,Basal conjuctiva epithelium
20924,4299,6.59529726629707,Corneal basal and suprabasal cells
32262,4826,8.23569524518009,Superficial conjunctiva epithelium
2584,1100,0.773993808049536,Corneal stroma keratocytes
11373,1846,5.39875142882265,Immune cells I
20532,4332,9.66783557373856,Corneal basal and suprabasal cells
27867,5038,8.66257580650949,Corneal basal and suprabasal cells
6654,1892,6.95822061917643,Corneal stroma keratocytes
12185,3176,8.94542470250308,Corneal epithelial superficial cells
40130,5922,9.15275355095938,Limbal Niche
14901,3174,5.10032883699081,Corneal stroma
15559,3200,6.97988302590141,Basal conjuctiva epithelium
7197,2261,7.35028484090593,Corneal stroma keratocytes
3523,1187,9.76440533636105,Immune cells I
37368,5511,9.13615928066795,Limbal Niche
17463,3674,9.64897211246636,Corneal basal and suprabasal cells
18081,3825,3.79956860793098,Corneal stroma
6352,1887,8.61146095717884,Corneal stroma keratocytes
12280,2984,3.89250814332248,Corneal stroma
23715,4275,8.52624920936116,Corneal epithelial superficial cells
17045,3830,4.28278087415664,Corneal stroma keratocytes
17133,4072,9.77061810541061,Superficial conjunctiva epithelium
17429,3792,6.248207011303,Limbal superficial  cells
23950,4546,8.580375782881,Limbal Niche
8686,1716,5.44554455445545,Immune cells I
16852,3600,2.72371231901258,Corneal stroma
3651,1733,1.34209805532731,Corneal stroma keratocytes
17773,3584,7.39323693242559,Basal conjuctiva epithelium
6806,2060,5.65677343520423,Limbal fibroblasts
20557,4206,8.63939290752542,Corneal epithelial superficial cells
10244,2551,3.30925419757907,Corneal stroma
12048,3133,9.86885790172643,Limbal Niche
16070,3365,9.78842563783448,Basal conjuctiva epithelium
25819,4376,9.81835082691041,Limbal Niche
37885,5663,8.06387752408605,Transit amplifying cells
16929,3978,9.02593183294938,Superficial conjunctiva epithelium
27944,3795,5.8653020326367,Quiescent LSCs
20616,3970,3.41967403958091,Corneal stroma
16308,3627,4.06548933038999,Corneal stroma
7580,2072,8.06068601583114,Corneal stroma keratocytes
23150,4005,3.21814254859611,Superficial conjunctiva epithelium
19454,3661,8.31705561838182,Corneal wing cells
25864,4936,3.44107639962883,Corneal stroma keratocytes
26328,4059,6.02020662412641,Basal conjuctiva epithelium
26127,4303,8.42423546522754,Corneal epithelial superficial cells
32975,4765,8.0909780136467,Transit amplifying cells
4605,2200,1.80238870792617,Corneal stroma keratocytes
20232,3705,7.30525899565045,Transit amplifying cells
18593,3782,7.56198569354058,Corneal epithelial superficial cells
14590,3536,8.98560657984921,Superficial conjunctiva epithelium
18801,4353,9.54204563587043,Corneal basal and suprabasal cells
14615,3514,5.13171399247349,Immune cells I
18712,3492,6.66417272338606,Corneal wing cells
20719,3775,7.32178193928278,Basal conjuctiva epithelium
8445,2014,3.74185908821788,Corneal stroma keratocytes
18453,3947,7.57058472877039,Corneal epithelial superficial cells
15731,3322,4.82486809484457,Corneal stroma
3585,1396,2.23152022315202,Corneal basal and suprabasal cells
17738,3423,9.91656331040704,Basal conjuctiva epithelium
27309,4850,6.7523527042367,Superficial conjunctiva epithelium
12185,2677,4.25112843660238,Corneal stroma keratocytes
14404,3062,3.6587059150236,Corneal stroma
13430,3001,2.72524199553239,Corneal stroma
9459,2449,4.34506818902632,Limbal fibroblasts
22496,4318,3.65398293029872,Corneal stroma keratocytes
17074,3329,8.72671898793487,Transit amplifying cells
24725,4666,4.82912032355915,Corneal stroma keratocytes
25050,4277,8.14770459081836,Superficial conjunctiva epithelium
14706,3090,8.66993064055488,Transit amplifying cells
15143,3326,3.05091461401308,Corneal stroma
2377,1195,7.32015145140934,Corneal basal and suprabasal cells
23417,4220,7.73369774095742,Corneal epithelial superficial cells
7723,2100,4.54486598472096,Immune cells I
30528,5085,7.04599056603774,Superficial conjunctiva epithelium
40698,6397,9.81375006142808,Limbal Niche
9950,2825,4.48241206030151,Corneal stroma keratocytes
17268,3091,8.9819318971508,Basal conjuctiva epithelium
5280,1936,8.37121212121212,Corneal stroma keratocytes
26013,4597,3.55591435051705,Corneal stroma keratocytes
18400,4022,9.9945652173913,Corneal basal and suprabasal cells
3016,1435,9.28381962864722,Corneal endothelium
15312,3756,8.75130616509927,Transit amplifying cells
8620,2103,6.12529002320186,Immune cells I
20619,4267,6.12056840777923,Basal conjuctiva epithelium
22735,4948,8.45392566527381,Corneal basal and suprabasal cells
12570,3214,9.69769291964996,Transit amplifying cells
3339,1343,3.56394129979036,Corneal blood vessels
15905,3702,9.5881798176674,Corneal basal and suprabasal cells
9428,2661,6.89435723377174,Immune cells I
23928,4327,7.32196589769308,Basal conjuctiva epithelium
25837,3859,5.71273754692882,Transit amplifying cells
25025,4647,7.8001998001998,Corneal basal and suprabasal cells
16288,3632,6.64906679764244,Superficial conjunctiva epithelium
19518,3666,6.66051849574752,Superficial conjunctiva epithelium
22295,4259,5.61112357030724,Corneal wing cells
19136,4023,8.39255852842809,Corneal basal and suprabasal cells
6141,1983,9.18417195896434,Limbal fibroblasts
9494,2377,4.36064883084053,Corneal stroma
3509,1210,5.41464804787689,Corneal stroma keratocytes
18889,3623,7.82465985494203,Corneal wing cells
10091,2343,8.26479040729363,Basal conjuctiva epithelium
16894,3984,8.74274890493666,Corneal basal and suprabasal cells
7011,2183,2.13949507916132,Corneal stroma keratocytes
10347,2710,3.35362907122838,Corneal stroma keratocytes
18364,3194,9.56218688738837,Quiescent LSCs
9331,2330,3.90097524381095,Corneal stroma keratocytes
2887,1391,8.38240387945965,Limbal fibroblasts
27683,4873,8.48173969584221,Limbal Niche
4409,1712,9.70741664776593,Limbal fibroblasts
8815,2731,6.92002268859898,Limbal superficial  cells
7808,2221,3.67571721311475,Corneal stroma
4044,1426,4.22848664688427,Corneal basal and suprabasal cells
21781,3763,8.86093384142142,Transit amplifying cells
20878,3604,7.28039084203468,Corneal wing cells
2266,1137,4.14827890556046,Corneal basal and suprabasal cells
18722,3247,9.7639141117402,Quiescent LSCs
4218,1757,4.31484115694642,Corneal stroma
22730,3868,9.55125384953806,Quiescent LSCs
14358,3020,6.70009750661652,Transit amplifying cells
22936,4442,9.01639344262295,Basal conjuctiva epithelium
22426,3854,6.59056452332115,Transit amplifying cells
11459,3172,4.27611484422724,Corneal stroma keratocytes
4332,1473,7.94090489381348,Modulated corneal endothelial cells
15488,3182,8.07722107438017,Basal conjuctiva epithelium
13099,3116,5.70272539888541,Basal conjuctiva epithelium
24736,4031,7.88324708926261,Corneal wing cells
10323,2743,9.97771965513901,Transit amplifying cells
