nCount_RNA,nFeature_RNA,percent.mt,cellType
3913,1225,6.31229235880399,Corneal stroma
13232,3007,9.1369407496977,Superficial conjunctiva epithelium
9829,2501,11.9747685420694,Basal conjuctiva epithelium
12413,3556,7.01683718682027,Limbal superficial  cells
10733,2652,8.59964595173763,Corneal epithelial superficial cells
13165,2996,12.214204329662,Limbal Niche
12553,2977,8.59555484744683,Corneal basal and suprabasal cells
12506,2901,17.6395330241484,Corneal epithelial superficial cells
12636,3101,11.4434947768281,Corneal basal and suprabasal cells
13500,3042,14.1925925925926,Basal conjuctiva epithelium
13423,2893,9.48372196975341,Corneal basal and suprabasal cells
14986,3487,11.4840517816629,Corneal basal and suprabasal cells
10263,2843,9.50014615609471,Corneal wing cells
11768,3110,4.68218898708362,Corneal stroma keratocytes
9200,2674,15.0978260869565,Corneal basal and suprabasal cells
12242,2936,9.74513968305832,Corneal basal and suprabasal cells
8524,2431,14.4298451431253,Corneal basal and suprabasal cells
5728,1724,6.47695530726257,Corneal stroma
11501,2992,10.6425528214938,Corneal epithelial superficial cells
12696,2648,7.41965973534972,Transit amplifying cells
12841,3157,8.58967370142512,Corneal basal and suprabasal cells
10462,2512,12.8082584591856,Basal conjuctiva epithelium
12720,3179,10.2437106918239,Corneal wing cells
4390,1499,16.1047835990888,Conjunctival endothelium
10599,2689,12.1709595244834,Corneal epithelial superficial cells
12721,3323,6.64255954720541,Corneal basal and suprabasal cells
5430,1687,8.7292817679558,Limbal fibroblasts
10972,2804,11.0189573459716,Corneal basal and suprabasal cells
5148,1676,19.0947940947941,Conjunctival endothelium
10184,2740,10.8012568735271,Superficial conjunctiva epithelium
9263,2631,21.3213861599914,Superficial conjunctiva epithelium
10995,2913,11.869031377899,Corneal basal and suprabasal cells
3441,1167,20.34292356873,Conjunctival endothelium
8224,2874,19.4552529182879,Superficial conjunctiva epithelium
14517,3916,7.01246814080044,Limbal superficial  cells
3361,1278,6.57542398095805,Corneal stroma keratocytes
9948,2470,6.65460394049055,Basal conjuctiva epithelium
16333,3477,11.1308394048858,Corneal basal and suprabasal cells
7421,1703,6.56245788977227,Transit amplifying cells
16569,3598,8.54004466171767,Basal conjuctiva epithelium
11319,2470,11.2907500662603,Basal conjuctiva epithelium
8137,3023,14.3050264225144,Limbal Niche
13141,2837,11.186363290465,Corneal wing cells
7824,2195,10.6850715746421,Transit amplifying cells
8525,2600,10.6862170087977,Conjunctival endothelium
7790,2460,6.77792041078305,Limbal fibroblasts
20792,3702,8.00307810696422,Transit amplifying cells
4786,1444,15.5871291266193,Limbal fibroblasts
4325,1545,13.7341040462428,Superficial conjunctiva epithelium
10395,2249,7.51322751322751,Transit amplifying cells
13523,3306,9.78333210086519,Corneal epithelial superficial cells
12507,2611,7.78763892220357,Basal conjuctiva epithelium
9261,2014,9.40503185401145,Basal conjuctiva epithelium
7936,1919,4.27167338709677,Immune cells I
23251,4334,10.2103135349017,Limbal Niche
15941,3112,7.20155573677937,Basal conjuctiva epithelium
15945,3530,6.90498588899341,Superficial conjunctiva epithelium
11755,3167,9.05997447894513,Corneal wing cells
10707,2501,8.349677780891,Transit amplifying cells
39723,5350,5.84547994864436,Conjunctival endothelium
19722,3771,7.39275935503499,Basal conjuctiva epithelium
12387,2966,11.6493097602325,Corneal wing cells
11254,2621,7.39292695930336,Transit amplifying cells
11112,2795,12.2300215982721,Corneal basal and suprabasal cells
4690,1435,10.1705756929638,Transit amplifying cells
3187,1520,10.354565422027,Conjunctival endothelium
19365,3993,8.66511747998967,Transit amplifying cells
12059,3097,10.6808193050833,Corneal basal and suprabasal cells
20193,3705,11.2712326053583,Limbal Niche
7830,2292,3.30779054916986,Limbal fibroblasts
14448,3164,9.07392026578073,Corneal basal and suprabasal cells
8594,2121,14.6148475680707,Corneal stroma keratocytes
14488,2947,11.3818332413031,Immune cells II
14002,3152,8.85587773175261,Corneal wing cells
28284,5360,7.54843727902701,Superficial conjunctiva epithelium
10956,2580,13.4538152610442,Corneal basal and suprabasal cells
13013,2467,7.01606086221471,Transit amplifying cells
6693,1524,10.7724488271328,Quiescent LSCs
11524,2575,7.18500520652551,Transit amplifying cells
8363,2344,16.0707879947387,Corneal basal and suprabasal cells
17386,3709,11.9061313700679,Corneal basal and suprabasal cells
5741,1700,11.7401149625501,Corneal stroma keratocytes
12774,3306,7.14733051510881,Limbal superficial  cells
6004,2092,12.2751499000666,Superficial conjunctiva epithelium
4707,1612,6.62842574888464,Transit amplifying cells
10428,2606,10.5581127733026,Limbal superficial  cells
33640,5437,10.3596908442331,Limbal Niche
9497,2704,12.214383489523,Corneal epithelial superficial cells
9600,2665,9.94791666666667,Corneal wing cells
5720,1583,8.91608391608392,Basal conjuctiva epithelium
9091,2142,10.9668903310967,Melanocytes
12936,3072,9.63203463203463,Corneal wing cells
6398,1782,7.98687089715536,Basal conjuctiva epithelium
13742,3318,7.32062290787367,Superficial conjunctiva epithelium
33911,5472,9.25953230515172,Limbal superficial  cells
13820,3417,10.137481910275,Limbal superficial  cells
11281,2874,9.97252016665189,Limbal superficial  cells
9381,2542,11.3420744057137,Basal conjuctiva epithelium
13078,3304,8.4493041749503,Superficial conjunctiva epithelium
6069,1894,5.83292140385566,Superficial conjunctiva epithelium
22627,4212,11.2211075264065,Superficial conjunctiva epithelium
18072,3903,10.2866312527667,Corneal basal and suprabasal cells
13554,2988,10.4028331119965,Basal conjuctiva epithelium
29152,4889,10.4624039517014,Corneal basal and suprabasal cells
8377,2356,12.9998806255223,Limbal superficial  cells
5097,1230,14.4006278202864,Limbal fibroblasts
13002,2935,3.20719889247808,Corneal stroma keratocytes
9017,2436,8.28435177997116,Basal conjuctiva epithelium
3245,1048,23.7904468412943,Limbal superficial  cells
24038,4544,6.78509027373326,Limbal superficial  cells
56689,6495,9.86787560196864,Corneal basal and suprabasal cells
11959,3118,9.11447445438582,Corneal wing cells
13589,2420,7.61645448524542,Quiescent LSCs
23952,4971,6.1372745490982,Limbal superficial  cells
22089,4170,8.76907057811581,Corneal wing cells
9973,2308,9.58588188107891,Transit amplifying cells
12385,3080,9.65684295518773,Limbal superficial  cells
8736,2578,14.9496336996337,Corneal basal and suprabasal cells
12387,2640,7.10422216840236,Quiescent LSCs
8628,3325,11.0106629578118,Corneal basal and suprabasal cells
6387,2177,9.75418819477063,Limbal fibroblasts
10021,2934,9.50004989522004,Limbal superficial  cells
14387,3428,7.20789601723778,Corneal basal and suprabasal cells
30598,5358,8.74566965161122,Limbal superficial  cells
3008,1245,16.156914893617,Basal conjuctiva epithelium
12957,3458,8.70571891641584,Corneal basal and suprabasal cells
11531,2828,11.9157054895499,Corneal wing cells
10723,2277,10.1464142497435,Basal conjuctiva epithelium
7230,1523,4.20470262793914,Immune cells I
7830,2085,6.60280970625798,Corneal stroma
11595,2750,10.7373868046572,Corneal basal and suprabasal cells
19815,4192,12.742871561948,Corneal basal and suprabasal cells
8345,1865,7.50149790293589,Basal conjuctiva epithelium
10073,2652,8.21999404348258,Corneal basal and suprabasal cells
17367,3562,4.28398687165314,Limbal fibroblasts
11768,3124,7.56288239292998,Limbal superficial  cells
23666,3933,9.29181103693062,Basal conjuctiva epithelium
17094,3236,6.59295659295659,Quiescent LSCs
9326,2210,13.6071198799056,Basal conjuctiva epithelium
9075,2067,6.8870523415978,Transit amplifying cells
11002,2598,8.85293582984912,Corneal basal and suprabasal cells
11095,2779,13.5196034249662,Corneal epithelial superficial cells
12697,3216,10.5300464676695,Corneal epithelial superficial cells
11277,2757,10.8273476988561,Immune cells I
8899,2737,11.3158781885605,Superficial conjunctiva epithelium
6375,1798,11.7490196078431,Basal conjuctiva epithelium
21919,4427,9.1792508782335,Corneal basal and suprabasal cells
12155,2753,10.8432743726861,Basal conjuctiva epithelium
6331,1918,3.34860211656926,Corneal stroma keratocytes
10205,2153,9.75012248897599,Transit amplifying cells
13038,2938,10.5077465868998,Corneal wing cells
10430,2419,6.22243528283797,Basal conjuctiva epithelium
11805,2878,9.6569250317662,Corneal epithelial superficial cells
11326,2631,8.30831714638884,Transit amplifying cells
4845,1803,17.6470588235294,Corneal wing cells
13350,2672,8.35205992509363,Transit amplifying cells
13488,3362,9.44543297746145,Superficial conjunctiva epithelium
14159,3628,8.31273395013772,Superficial conjunctiva epithelium
10038,2949,9.67324168160988,Limbal superficial  cells
13634,3340,7.34193926947338,Corneal wing cells
9176,2538,11.5954664341761,Corneal basal and suprabasal cells
9899,2697,8.95039903020507,Basal conjuctiva epithelium
29165,4060,9.52854448825647,Transit amplifying cells
4849,1547,20.3340895029903,Modulated corneal endothelial cells
10638,2906,8.04662530550855,Corneal wing cells
17741,3775,9.1144805817034,Basal conjuctiva epithelium
14312,3410,8.68501956400224,Conjunctival endothelium
10943,3121,11.4136891163301,Corneal basal and suprabasal cells
11596,2938,6.41600551914453,Transit amplifying cells
10809,3098,11.8882412804145,Corneal basal and suprabasal cells
3242,1448,11.1042566317088,Limbal fibroblasts
10133,2792,8.64502121780322,Basal conjuctiva epithelium
25317,4906,12.0551408144725,Superficial conjunctiva epithelium
7391,2130,13.611148694358,Corneal epithelial superficial cells
11535,3006,5.52232336367577,Superficial conjunctiva epithelium
7150,1715,9.25874125874126,Transit amplifying cells
9599,2763,13.1367850817794,Superficial conjunctiva epithelium
19655,4112,9.09692190282371,Corneal wing cells
5606,1638,7.24224045665359,Modulated corneal endothelial cells
3052,1308,8.45347313237222,Corneal stroma keratocytes
15944,3734,15.9934771700953,Superficial conjunctiva epithelium
3234,1489,3.33951762523191,Limbal stroma
12447,3324,9.21507190487668,Limbal superficial  cells
13151,3039,9.26165310622766,Corneal epithelial superficial cells
10950,2703,10.7305936073059,Corneal epithelial superficial cells
8976,2510,12.8230837789661,Corneal basal and suprabasal cells
13100,3201,5.93129770992366,Superficial conjunctiva epithelium
9714,2361,8.90467366687255,Basal conjuctiva epithelium
12391,2285,10.4753450084739,Limbal Niche
3875,1537,20.3354838709677,Quiescent LSCs
13175,3396,8.49335863377609,Corneal epithelial superficial cells
7623,2685,10.7044470680834,Limbal Niche
12486,3271,11.8372577286561,Corneal basal and suprabasal cells
11958,3104,2.86837263756481,Corneal stroma keratocytes
9439,2810,10.9121728996716,Limbal superficial  cells
8778,1990,9.54659375712007,Basal conjuctiva epithelium
9400,2973,3.24468085106383,Corneal stroma keratocytes
14599,3146,9.16501130214398,Corneal basal and suprabasal cells
11618,2761,8.50404544672061,Basal conjuctiva epithelium
6947,2321,5.36922412552181,Corneal stroma keratocytes
11210,2996,6.95807314897413,Corneal wing cells
10175,2529,8.70761670761671,Corneal basal and suprabasal cells
13385,3321,7.17967874486365,Limbal superficial  cells
9726,2567,2.80690931523751,Corneal stroma keratocytes
9235,2544,13.4163508391987,Corneal basal and suprabasal cells
13595,3199,8.23096726737771,Corneal wing cells
15721,3478,10.6863431079448,Corneal basal and suprabasal cells
11557,2967,10.6515531712382,Limbal superficial  cells
4099,1475,6.56257623810686,Corneal stroma keratocytes
9756,2595,13.4583845838458,Corneal basal and suprabasal cells
5821,1844,9.87802783026971,Limbal fibroblasts
13865,3022,10.0324558240173,Corneal wing cells
14291,3283,10.0132950808201,Corneal wing cells
9381,2624,6.37458693103081,Basal conjuctiva epithelium
11411,2875,13.1364472877048,Corneal wing cells
3367,1462,13.008613008613,Quiescent LSCs
5624,1779,9.24608819345661,Limbal fibroblasts
5007,1441,4.07429598562013,Corneal stroma keratocytes
9388,2576,10.918193438432,Transit amplifying cells
4112,1364,4.20719844357977,Corneal stroma keratocytes
3262,1344,14.8375229920294,Basal conjuctiva epithelium
12917,3027,9.64620267864055,Corneal epithelial superficial cells
7545,1693,8.98608349900596,Quiescent LSCs
26212,4959,13.3259575766824,Limbal superficial  cells
16433,3373,5.06298302196799,Limbal fibroblasts
5455,1705,7.55270394133822,Corneal stroma keratocytes
41702,5884,10.5630425399261,Limbal Niche
9201,2494,11.9552222584502,Corneal basal and suprabasal cells
11063,2834,7.22227243966374,Corneal wing cells
15313,3474,6.87651015477046,Corneal wing cells
6495,2028,11.2856043110085,Conjunctival endothelium
23320,3977,13.2632933104631,Basal conjuctiva epithelium
45388,5397,10.9522340706795,Basal conjuctiva epithelium
44317,5664,9.05521583139653,Quiescent LSCs
10810,2883,10.3607770582794,Corneal basal and suprabasal cells
16758,3185,9.14786967418546,Transit amplifying cells
18072,3489,8.94754316069057,Basal conjuctiva epithelium
13714,3457,8.36371591074814,Limbal superficial  cells
8374,2628,12.4552185335562,Superficial conjunctiva epithelium
4807,1314,6.49053463698773,Modulated corneal endothelial cells
13023,2743,9.81340704906703,Corneal wing cells
13638,2605,10.6100601261182,Transit amplifying cells
14328,3258,9.40815187046343,Basal conjuctiva epithelium
11126,2890,8.29588351608844,Limbal superficial  cells
10529,2486,8.4623421027638,Transit amplifying cells
9096,2379,6.57431838170624,Corneal stroma
10717,2863,17.6355323318093,Corneal basal and suprabasal cells
11072,2738,15.2998554913295,Corneal wing cells
17568,3781,10.0182149362477,Corneal wing cells
4651,1356,9.33132659643088,Limbal fibroblasts
3100,1114,7.32258064516129,Corneal stroma keratocytes
3595,1441,5.8692628650904,Corneal stroma keratocytes
23358,3860,12.167137597397,Basal conjuctiva epithelium
25510,3996,6.70717365738926,Transit amplifying cells
7200,2006,5.06944444444444,Corneal stroma keratocytes
8779,2313,11.698371112883,Basal conjuctiva epithelium
3108,1380,5.21235521235521,Corneal stroma keratocytes
4378,1123,19.8492462311558,Quiescent LSCs
11259,3018,9.64561683986144,Superficial conjunctiva epithelium
10118,2293,11.9885352836529,Transit amplifying cells
10262,2375,9.38413564607289,Transit amplifying cells
28330,4344,14.1263678079774,Basal conjuctiva epithelium
26342,4297,7.3988307645585,Basal conjuctiva epithelium
13217,3202,6.84724218809109,Superficial conjunctiva epithelium
9384,2488,11.73273657289,Corneal basal and suprabasal cells
6233,1546,8.63147761912402,Quiescent LSCs
2882,1312,16.412213740458,Limbal Niche
4551,1608,13.8211382113821,Limbal fibroblasts
10430,2768,5.97315436241611,Transit amplifying cells
12279,2737,11.9146510302142,Transit amplifying cells
12798,2918,8.6966713548992,Transit amplifying cells
7444,2354,9.60505104782375,Conjunctival endothelium
8608,2048,8.44563197026022,Quiescent LSCs
15029,3712,7.53875840042584,Limbal superficial  cells
10869,2998,7.76520379059711,Corneal basal and suprabasal cells
9814,2802,12.899938862849,Limbal superficial  cells
6786,2074,10.6395520188624,Basal conjuctiva epithelium
8753,2116,8.21432651662287,Basal conjuctiva epithelium
7666,2871,2.54369945212627,Corneal basal and suprabasal cells
8658,1939,13.3402633402633,Quiescent LSCs
18830,3606,7.00477960701009,Basal conjuctiva epithelium
10959,2149,7.98430513733005,Basal conjuctiva epithelium
8381,1958,11.6692518792507,Basal conjuctiva epithelium
10743,2684,10.5370939216234,Basal conjuctiva epithelium
12399,2964,8.62972820388741,Corneal wing cells
10933,2657,12.521723223269,Corneal basal and suprabasal cells
36359,5006,12.5443494045491,Basal conjuctiva epithelium
12298,2869,21.9547893966499,Corneal basal and suprabasal cells
10631,2187,8.76681403442762,Basal conjuctiva epithelium
12382,3007,8.43159424971733,Corneal wing cells
6380,2169,6.58307210031348,Corneal stroma keratocytes
9314,2447,14.3654713334765,Superficial conjunctiva epithelium
13458,2905,5.91469757764898,Transit amplifying cells
8882,2459,6.22607520828642,Corneal stroma
12956,3131,6.04353195430688,Limbal fibroblasts
17785,4038,8.39471464717458,Limbal fibroblasts
3915,1425,8.50574712643678,Modulated corneal endothelial cells
10752,2706,12.0907738095238,Corneal epithelial superficial cells
38929,4885,8.07881014153973,Quiescent LSCs
12442,3093,9.91801961099502,Corneal epithelial superficial cells
15029,2713,8.43036795528645,Quiescent LSCs
33897,5292,10.3017966191698,Corneal basal and suprabasal cells
10212,2639,9.46925186055621,Corneal basal and suprabasal cells
3547,1161,9.47279391034677,Basal conjuctiva epithelium
13146,2673,13.95101171459,Basal conjuctiva epithelium
17008,3467,8.14322671683913,Transit amplifying cells
12095,3015,8.93757751136834,Corneal basal and suprabasal cells
12505,2901,8.74050379848061,Corneal wing cells
25018,4350,9.17339515548805,Corneal wing cells
26101,4250,12.4822803723995,Limbal Niche
13443,3109,9.56631704232686,Corneal wing cells
10936,2931,11.0460863204097,Corneal basal and suprabasal cells
19444,4252,9.51450318864431,Limbal superficial  cells
10435,2508,8.81648298993771,Basal conjuctiva epithelium
12804,3006,9.34864104967198,Corneal wing cells
4883,2207,2.8261314765513,Conjunctival endothelium
9024,2446,7.93439716312057,Transit amplifying cells
11392,2864,11.4290730337079,Corneal epithelial superficial cells
9165,2350,9.72176759410802,Basal conjuctiva epithelium
8004,2190,9.53273363318341,Basal conjuctiva epithelium
12437,3028,8.04052424218059,Limbal superficial  cells
11317,2826,10.1440311036494,Corneal epithelial superficial cells
15733,2994,6.16538485984873,Corneal wing cells
2736,1066,19.9195906432749,Conjunctival endothelium
9067,2097,8.29381272747325,Transit amplifying cells
6014,1951,6.26870635184569,Limbal fibroblasts
16028,3670,5.16595957075119,Superficial conjunctiva epithelium
3848,1153,13.9033264033264,Quiescent LSCs
11148,2959,9.14962325080732,Corneal epithelial superficial cells
10844,2476,11.4902250092217,Corneal epithelial superficial cells
23378,3549,6.12969458465224,Quiescent LSCs
10643,2590,7.57305271070187,Basal conjuctiva epithelium
2957,1103,8.55596888738586,Limbal fibroblasts
16598,3636,7.16953849861429,Corneal basal and suprabasal cells
7638,1888,9.0075936108929,Basal conjuctiva epithelium
15450,3482,6.90614886731392,Conjunctival endothelium
6376,1742,14.8682559598494,Quiescent LSCs
10158,2980,9.71647962197283,Corneal epithelial superficial cells
6178,2093,15.6199417287148,Corneal basal and suprabasal cells
5821,1787,8.53805188112008,Modulated corneal endothelial cells
16575,3600,11.0286576168929,Corneal wing cells
14052,2877,8.24081981212639,Basal conjuctiva epithelium
3438,1144,9.5695171611402,Immune cells II
8585,2450,9.60978450786255,Corneal basal and suprabasal cells
9773,2446,10.0378594085746,Corneal epithelial superficial cells
8903,2873,8.67123441536561,Basal conjuctiva epithelium
9666,2411,9.48686116283882,Corneal basal and suprabasal cells
11041,3094,11.3123811248981,Corneal basal and suprabasal cells
3684,1205,16.4495114006515,Conjunctival endothelium
9431,2677,8.91740006361998,Superficial conjunctiva epithelium
10477,2368,5.39276510451465,Quiescent LSCs
9791,2846,10.1828209580227,Corneal basal and suprabasal cells
20971,4087,10.624195317343,Superficial conjunctiva epithelium
8835,2063,7.54951895868704,Transit amplifying cells
9103,2340,10.1944413929474,Basal conjuctiva epithelium
11129,2638,11.4116272800791,Corneal stroma keratocytes
14626,3089,11.4180226993026,Transit amplifying cells
2858,1146,9.48215535339398,Corneal stroma keratocytes
11159,2834,10.0815485258536,Corneal basal and suprabasal cells
9222,2649,9.8460203860334,Basal conjuctiva epithelium
16391,3664,8.46806174119944,Corneal wing cells
9870,2946,10.4964539007092,Corneal basal and suprabasal cells
11414,2668,7.49956194147538,Basal conjuctiva epithelium
10686,2215,9.14280366835111,Quiescent LSCs
8434,1790,6.93621057623903,Transit amplifying cells
11578,2127,10.6063223354638,Basal conjuctiva epithelium
16904,3646,11.8906767628964,Limbal superficial  cells
10546,2235,9.31158733168974,Transit amplifying cells
9966,2143,8.85009030704395,Transit amplifying cells
30753,4660,7.93418528273664,Limbal Niche
8222,2438,3.67307224519582,Corneal stroma keratocytes
11577,2471,10.348103999309,Transit amplifying cells
8017,2519,6.51116377697393,Limbal superficial  cells
5623,1624,10.0124488707096,Transit amplifying cells
10587,2973,6.21516954755833,Limbal superficial  cells
10734,2590,12.4371157070989,Basal conjuctiva epithelium
15044,2705,4.50678011167243,Basal conjuctiva epithelium
8547,2058,7.90920790920791,Quiescent LSCs
4222,1555,6.82141165324491,Corneal stroma keratocytes
12931,2397,9.50429201144537,Quiescent LSCs
15805,2953,6.02973742486555,Limbal Niche
2729,1284,9.19750824477831,Corneal stroma keratocytes
22784,4464,11.4905196629213,Limbal superficial  cells
12258,2902,7.04845814977974,Superficial conjunctiva epithelium
8960,1996,8.39285714285714,Transit amplifying cells
16061,3496,1.34487267293444,Corneal stroma keratocytes
10654,2491,9.1233339590764,Basal conjuctiva epithelium
10289,2737,11.9447954125765,Corneal basal and suprabasal cells
4229,1437,18.8224166469615,Limbal superficial  cells
11389,2792,11.1247695144438,Basal conjuctiva epithelium
10991,2611,8.87089436811937,Limbal Niche
10204,2443,11.6228929831439,Basal conjuctiva epithelium
11473,3044,8.68125163427177,Limbal superficial  cells
4608,1336,8.76736111111111,Corneal stroma keratocytes
13044,3294,8.26433609322294,Corneal basal and suprabasal cells
20931,4349,8.64746070421862,Corneal wing cells
20644,4108,9.20848672737841,Corneal epithelial superficial cells
8697,1796,6.76095205243187,Quiescent LSCs
9356,2462,10.1325352714835,Corneal wing cells
9216,2542,9.42925347222222,Limbal superficial  cells
10313,2515,7.64084165616213,Transit amplifying cells
11972,2883,12.3371199465419,Corneal basal and suprabasal cells
12959,3128,8.21051007022147,Superficial conjunctiva epithelium
10389,2449,11.6758109538935,Corneal wing cells
12200,3016,11.8770491803279,Corneal wing cells
9571,2691,10.4064361090795,Corneal wing cells
13967,3263,8.79215293191093,Corneal wing cells
11796,2673,7.14649033570702,Transit amplifying cells
13747,3123,9.01287553648069,Corneal wing cells
2248,1208,4.04804270462633,Limbal fibroblasts
11857,3275,5.33018470102049,Limbal superficial  cells
15337,3893,5.73775836213079,Limbal superficial  cells
6252,2022,6.03007037747921,Corneal stroma keratocytes
5780,2182,8.91003460207613,Corneal basal and suprabasal cells
26554,4864,7.12510356255178,Limbal superficial  cells
11768,2761,8.01325628823929,Corneal wing cells
11734,2795,10.9936935401398,Corneal wing cells
14964,3262,14.9358460304731,Basal conjuctiva epithelium
16931,3321,8.95989604866812,Corneal basal and suprabasal cells
29270,4997,6.85001708233686,Conjunctival endothelium
17919,3507,10.5307215804453,Basal conjuctiva epithelium
12407,2689,8.01160635125333,Transit amplifying cells
34697,5023,9.47344150791135,Basal conjuctiva epithelium
3791,1303,13.0836190978634,Limbal fibroblasts
7056,2475,12.5425170068027,Transit amplifying cells
9552,2449,5.20309882747069,Modulated corneal endothelial cells
7013,2502,16.5692285755026,Immune cells II
12784,2817,6.43773466833542,Transit amplifying cells
10760,2800,8.94981412639405,Corneal epithelial superficial cells
23184,4057,15.0448585231194,Corneal epithelial superficial cells
10538,3052,6.07325868286202,Limbal superficial  cells
13559,2930,8.03894092484697,Transit amplifying cells
7466,1633,10.1259040985802,Quiescent LSCs
7485,2018,8.71075484301937,Basal conjuctiva epithelium
13754,3194,5.67834811691144,Corneal basal and suprabasal cells
7913,2298,7.70883356501959,Corneal basal and suprabasal cells
13541,3381,9.31245845949339,Superficial conjunctiva epithelium
12412,2963,11.456654850145,Corneal basal and suprabasal cells
15739,3713,4.26964864349705,Superficial conjunctiva epithelium
10587,2642,9.73835836403136,Corneal basal and suprabasal cells
9723,2545,13.4834927491515,Superficial conjunctiva epithelium
8208,2263,6.53021442495127,Limbal fibroblasts
8428,2047,8.98196487897485,Basal conjuctiva epithelium
14639,3588,9.83673748206845,Corneal wing cells
10900,2488,7.87155963302752,Basal conjuctiva epithelium
10964,2757,12.2947829259394,Corneal epithelial superficial cells
9430,2302,12.0466595970308,Corneal basal and suprabasal cells
8031,2207,19.3500186776242,Corneal basal and suprabasal cells
20862,3667,8.15837407726968,Transit amplifying cells
11805,2151,8.30156713257094,Basal conjuctiva epithelium
3800,1429,5.10526315789474,Corneal stroma keratocytes
8635,1907,12.9473074696005,Basal conjuctiva epithelium
10054,2183,10.4535508255421,Transit amplifying cells
9898,2489,12.9319054354415,Corneal basal and suprabasal cells
3953,1581,7.61447002276752,Conjunctival endothelium
2037,1158,13.8929798723613,Corneal basal and suprabasal cells
9950,2624,11.1155778894472,Corneal basal and suprabasal cells
9629,2483,13.5424239277183,Corneal basal and suprabasal cells
12857,3332,10.1034455938399,Limbal superficial  cells
11582,3209,9.30754619236747,Corneal basal and suprabasal cells
16613,3697,8.91470535123096,Corneal basal and suprabasal cells
2965,1343,4.92411467116357,Limbal stroma
24993,5010,9.23058456367783,Superficial conjunctiva epithelium
13950,3050,9.83512544802867,Basal conjuctiva epithelium
7843,2084,10.71018742828,Transit amplifying cells
10298,2328,10.642843270538,Transit amplifying cells
4809,1654,9.60698689956332,Limbal fibroblasts
6717,1530,5.95503945213637,Quiescent LSCs
3293,1269,11.3270573944731,Transit amplifying cells
9724,2358,7.66145619086796,Transit amplifying cells
11678,2662,9.70200376776845,Corneal wing cells
11818,3172,8.0216618717211,Limbal fibroblasts
20273,4066,10.9850540127263,Corneal basal and suprabasal cells
13682,3184,7.46966817716708,Corneal wing cells
14338,3370,8.46701074068908,Limbal superficial  cells
9469,2639,4.94244376386102,Superficial conjunctiva epithelium
11856,3175,9.89372469635627,Corneal epithelial superficial cells
11470,2875,11.7872711421099,Corneal epithelial superficial cells
10761,1962,5.81730322460738,Quiescent LSCs
9867,2091,9.09090909090909,Basal conjuctiva epithelium
8843,2793,5.4732556824607,Corneal stroma keratocytes
2799,1270,19.7213290460879,Limbal Niche
14388,2910,5.83124826244092,Basal conjuctiva epithelium
4235,1299,15.9149940968123,Quiescent LSCs
11083,2733,22.7375259406298,Basal conjuctiva epithelium
11251,3044,10.2213136610079,Corneal epithelial superficial cells
11248,3491,7.92140825035562,Limbal Niche
18336,3879,8.26788830715532,Superficial conjunctiva epithelium
37373,4847,12.1183742273834,Limbal Niche
17828,3375,6.02984070002244,Transit amplifying cells
15853,3431,12.6159086608213,Basal conjuctiva epithelium
4612,1610,6.48308759757155,Transit amplifying cells
19879,3678,9.38175964585744,Basal conjuctiva epithelium
3472,1185,11.0023041474654,Corneal stroma keratocytes
10913,2901,3.06056996243013,Superficial conjunctiva epithelium
11039,2140,9.54796630129541,Corneal basal and suprabasal cells
7667,2564,10.1865136298422,Transit amplifying cells
10463,2543,7.35926598489917,Basal conjuctiva epithelium
13232,3109,12.2581620314389,Corneal wing cells
6978,1943,10.2894812267125,Conjunctival endothelium
13311,2430,8.50424460972128,Basal conjuctiva epithelium
10603,2417,9.51617466754692,Transit amplifying cells
14007,2901,6.88941243663882,Transit amplifying cells
9732,2709,17.6222770242499,Corneal basal and suprabasal cells
11469,2300,5.50178742697707,Quiescent LSCs
13195,3415,6.8662372110648,Limbal superficial  cells
10492,2619,11.8280594738849,Transit amplifying cells
9844,2465,9.79276716781796,Corneal basal and suprabasal cells
4808,1998,4.5757071547421,Limbal superficial  cells
4971,1483,22.1484610742305,Transit amplifying cells
2659,1119,9.7781120722076,Corneal stroma keratocytes
8226,1987,8.16921954777535,Transit amplifying cells
12708,3257,5.7837582625118,Limbal superficial  cells
11990,3216,10.9174311926606,Limbal superficial  cells
16706,3793,8.54782712797797,Corneal epithelial superficial cells
14320,2871,5.59357541899441,Modulated corneal endothelial cells
8081,3009,9.66464546467021,Basal conjuctiva epithelium
11973,2657,10.3983963918817,Basal conjuctiva epithelium
19561,3821,10.2499872194673,Corneal epithelial superficial cells
11404,3012,10.242020343739,Corneal basal and suprabasal cells
11509,2587,13.2939438700148,Corneal epithelial superficial cells
13185,2944,7.88775123246113,Conjunctival endothelium
13634,2859,9.21959806366437,Basal conjuctiva epithelium
8777,2255,7.74752193232312,Basal conjuctiva epithelium
9933,2412,13.5507902949763,Corneal basal and suprabasal cells
10999,3093,15.8105282298391,Corneal basal and suprabasal cells
12326,2747,8.26707772188869,Basal conjuctiva epithelium
10804,2642,10.5794150314698,Corneal wing cells
9405,2380,6.35832004253057,Basal conjuctiva epithelium
3350,1210,7.01492537313433,Corneal stroma keratocytes
20834,2922,10.3724680810214,Basal conjuctiva epithelium
6327,1745,14.8095463884938,Quiescent LSCs
14266,3445,10.2271134165148,Corneal wing cells
9276,2357,16.7744717550668,Basal conjuctiva epithelium
